user_ID,item_ID,rating
21014,0316284955,7
21014,0440217563,9
21014,0380710218,8
21014,0446519138,9
21014,0375705856,7
21014,0142004235,10
21014,0679746048,7
21014,0425162443,7
21014,0060928336,8
21014,0312971346,6
21014,0385335881,6
21014,0070212570,8
21014,0440211263,8
21014,0064400557,10
21014,0553268880,5
21014,0871136791,9
21014,0312278586,7
21014,0374129983,8
21014,0345387651,8
21014,0316789089,8
21014,1573229571,2
21014,0140293248,8
21014,0375726403,8
21014,067976402X,7
21014,0451169530,8
21014,0385722206,8
21014,0375700757,8
21014,0439064872,9
21014,0452284449,5
21014,0060915544,8
21014,0316781010,10
21014,0060921145,8
21014,0671776134,9
21404,0060928336,7
21404,0060977493,8
21404,0375707972,9
21404,0804114986,7
21404,0743412028,7
21404,0553273914,8
21404,0385492081,7
21404,0449219461,5
21404,0064407667,8
21404,0971880107,3
21404,0345424719,6
21404,0380977788,7
21404,0451166892,8
21404,0553572997,8
21576,0060502258,8
21576,0060928336,7
21576,0439139600,9
21576,0385484518,8
21576,0345443284,7
21576,0684833395,9
21576,1400031362,6
21576,1400031354,6
21576,0446610542,6
21576,0345342968,8
21576,043935806X,9
21576,1592400876,10
21576,0375727345,8
21576,0671003755,8
21576,0439136369,8
21576,0446310786,8
21659,0449221490,10
21659,0553280414,4
21659,0312971346,10
21659,0670865796,10
21659,044022103X,8
21659,044651652X,10
21659,0425169863,8
21659,0385472951,10
21659,068484477X,8
21659,0440214041,10
21659,0440226430,8
21659,0449223604,7
22074,0060502258,9
22074,068484477X,8
22074,0553279912,6
22074,0060930535,9
22074,0440214041,8
22074,042511774X,8
22074,0440236673,7
22074,0345413903,10
22074,0767902521,9
22074,0671001795,9
22074,0452283205,9
22074,0312195516,9
22074,0440221471,7
22074,1400034779,9
22074,0385424728,9
22074,044023722X,9
22625,0425162443,9
22625,0345350499,10
22625,0316666343,10
22625,0425167313,9
22625,0142001430,10
22625,0786868716,9
22625,0380730138,9
22625,0743237188,9
22625,0451166892,9
22625,0312244266,9
22625,0439064864,10
22625,0345339681,10
22625,0375706771,10
22625,0316769487,10
22625,0345439104,9
22625,0553250531,10
22625,0345443284,10
22625,0679745203,10
22625,0671038184,8
22625,0060930535,9
22625,043935806X,10
22625,0142001740,9
22625,0316899984,10
22625,0060977493,9
22625,0452264464,9
22625,0385484518,10
22625,0060987561,10
22625,0452282829,8
22625,0684865742,8
22625,0099771519,10
22625,067976402X,10
22625,0385722206,9
22625,059035342X,10
23511,0446607657,10
23511,0449006522,10
23511,0060987103,4
23511,0553574574,9
23511,0440221471,10
23511,0446605409,10
23511,0385508417,10
23511,0380718332,10
23511,0671001795,9
23511,0440220602,10
23511,0446525502,10
23511,0446608890,8
23768,0060929871,8
23768,0449907481,8
23768,037570504X,7
23768,0060934417,8
23768,0671880187,8
23768,0375413634,7
23768,0805063897,5
23768,0440236703,8
23768,0312265859,8
23768,0316666343,7
23768,0684867621,6
23768,0446520802,6
23768,0743418174,7
23768,0684857820,9
23768,0061009059,8
23768,0380718340,8
23768,1400031346,8
23768,0375703063,8
23872,0743235150,10
23872,0440219078,9
23872,0618002219,9
23872,0451180232,9
23872,0345391802,10
23872,0385474547,8
23872,1558743669,8
23872,0671568175,9
23872,0439136350,10
23872,0060916508,7
23872,0345339703,10
23872,0446606812,7
23872,0345342968,9
23872,0439139597,10
23872,0439064864,10
23872,0553569155,7
23872,0312924585,10
23872,0345313860,10
23872,068484477X,8
23872,0345337662,9
23872,0553561618,5
23872,0684853507,8
23872,0451524934,7
23872,1558745157,10
23872,0553279378,7
23902,0385503954,8
23902,0345370775,7
23902,0142001430,8
23902,044021145X,5
23902,0140177396,7
23902,1573229326,8
23902,0380018179,8
23902,068484267X,7
23902,044023722X,6
23902,014028009X,9
23902,0440215625,5
23902,034536676X,10
23902,034543479X,10
23902,0156628708,8
23902,0345404114,7
23902,0451203895,7
23902,0345424719,10
23902,0553279912,7
23902,0553213105,10
23902,0060964049,10
23902,0440217563,6
23902,014023313X,9
23902,0345361792,10
23902,0060977493,8
23902,0446310786,7
23902,0385420161,8
23902,0099771519,10
23902,0451183665,8
23902,0679745203,9
23902,0140042598,10
23902,0679723161,10
23902,0385490992,6
23902,0451526341,9
24433,0679429220,8
24433,0385512104,8
24433,0060199652,8
24433,0380789035,8
24433,0316666343,8
24433,0060959037,8
24433,0060930535,9
24433,076790592X,9
24433,0061097314,9
24433,0345424719,8
24433,0671510053,8
25409,0060096195,9
25409,0743418204,10
25409,0446611867,7
25409,006099486X,9
25409,0375760911,7
25409,034541389X,10
25409,0425192725,10
25409,0312983867,9
25409,0786885688,10
25409,0743418174,10
25409,043935806X,10
25409,0312983298,5
25409,0385335482,9
25409,1400031346,10
25409,0316777722,10
25409,0439139597,10
25409,034543479X,10
25981,080410526X,5
25981,0394820371,5
25981,0525946829,5
25981,0425115801,10
25981,0345339703,5
25981,0345380371,5
25981,0842329242,5
25981,0553569910,5
25981,0375504397,10
25981,0312265867,10
25981,0312980140,10
25981,0399143947,5
25981,0312983271,10
25981,0385503822,10
25981,0373218192,5
25981,0451183665,5
25981,0312306326,10
25981,0312966091,10
25981,0684853515,10
25981,0312971346,10
25981,0449005615,5
25981,0684867621,10
25981,0451170385,5
25981,0440236673,5
25981,0842329250,5
25981,0446606812,5
26544,0671014196,8
26544,0452282152,10
26544,0312195516,9
26544,0451203895,7
26544,0446603716,8
26544,0345443284,5
26544,0316969443,9
26544,0671693816,9
26544,0446519138,9
26544,0446672211,5
26544,0515128554,9
27472,0440219078,10
27472,074343627X,8
27472,044021145X,8
27472,0679457526,10
27472,0060928336,10
27472,0446310786,10
27472,0553279912,5
27472,067976402X,8
27472,0440498058,10
27472,0446605239,7
27472,0446611808,9
27472,0064472272,10
27472,0316666343,10
27472,0345384369,8
27472,0312199430,10
27472,0553268880,9
27472,0684857820,9
27472,0316284955,7
27472,0812570944,7
27472,0743211375,6
27472,0553580221,8
27472,0842329242,9
28177,0375700757,7
28177,0679746048,7
28177,0312291639,8
28177,0446613266,8
28177,0060199652,6
28177,037570504X,4
28177,0385498802,7
28177,0452283205,10
28177,0375703055,10
28177,0375706410,6
28177,0375727345,10
28177,0060930535,10
28177,0060987103,8
28177,006101351X,9
28177,0060976845,5
28177,0385484518,9
28177,0671024248,8
28177,0060977493,5
28177,0812550706,10
28177,0671041789,6
28177,0425179613,10
28177,1558743669,9
28204,0671027360,10
28204,0671011367,9
28204,0060096195,8
28204,0553280368,8
28204,0449219461,8
28204,0316782505,8
28204,0316666343,9
28204,0804106304,9
28204,0385424728,7
28634,0684872153,10
28634,0425182908,10
28634,0446603716,10
28634,0553582135,10
28634,0440211727,10
28634,0671024248,10
28634,0440226104,9
28634,0425180638,10
28634,0425147622,10
28634,0440214041,10
28634,0425153975,10
28634,0684865742,10
28634,014028009X,7
28634,0345391055,7
28634,0446613266,10
28634,044021145X,10
28634,0440221471,10
28634,0380710218,9
28634,0425178765,9
28634,0312924585,10
28634,044651652X,10
28634,0316666343,10
28634,068484267X,10
28634,0345370775,9
28634,0671041789,10
28634,0440241537,10
28634,0446608955,10
28634,0425172546,9
28634,044023722X,9
28634,0440220602,10
29209,0671027360,7
29209,0452284449,5
29209,014025448X,6
29209,0452282152,10
29209,0446610038,5
29209,0345342968,9
29209,0142001430,8
29209,0802139256,10
29209,0440235162,5
29209,0449911519,3
29209,0553582747,8
29259,0060502258,7
29259,0380718332,10
29259,0452282152,9
29259,0142001740,10
29259,0425147622,10
29259,155874262X,10
29259,0345337662,10
29259,0894805770,10
29259,1558531025,10
29259,1558744150,10
29259,0345313860,10
29259,0425154092,10
29259,1558744630,10
29259,0345370775,5
29259,0842329250,8
29526,0060173289,10
29526,0670892963,10
29526,0590353403,10
29526,0060199652,10
29526,0385497466,10
29526,0345435168,9
29526,0399146431,10
29526,0316569321,10
29526,0670894605,10
29526,0670880728,10
29526,0439136350,10
29526,0312195516,10
29526,0385505833,10
29526,1573221937,6
29526,0345416260,10
29526,0439064864,10
29526,0380789035,9
30276,0061009059,7
30276,0312980159,7
30276,0446610542,5
30276,0440212561,7
30276,0373218036,6
30276,0553578022,7
30276,068484267X,7
30276,0684801523,6
30276,0515136530,8
30276,0316601950,6
30276,0515126772,6
30276,0804106304,6
30276,0385504209,8
30276,0553279378,6
30276,0446610038,8
30487,0060938455,7
30487,0375412530,6
30487,044023722X,8
30487,014023313X,7
30487,039592720X,8
30487,0671776134,8
30487,0316569321,7
30487,0670865796,7
30487,0671510053,6
30487,0743418174,8
30487,0312195516,8
30487,0440220602,7
30487,0805063897,8
30487,0375400117,8
30487,0449005615,9
30533,059035342X,9
30533,0440234743,6
30533,0060930535,8
30533,0440226430,7
30533,0671038184,8
30533,0451203771,6
30533,014025448X,9
30533,0452268060,7
30533,0380717018,8
30533,0316782505,8
30533,0441003257,9
30533,0767902521,8
30533,0345342968,10
30533,0375726403,9
30533,068484477X,8
30533,0671003755,7
30533,0804106304,8
30533,0804114986,8
30533,0440202043,8
30711,0060502258,8
30711,0380977788,8
30711,0446672211,8
30711,0099771519,8
30711,043935806X,8
30711,0618002227,9
30711,0345391802,7
30711,0452283205,8
30711,0553280341,8
30711,0812511816,7
30711,0330332775,6
30711,0440498058,9
30711,1558743669,8
30711,0345404114,5
30711,0449221482,8
30735,0439139597,10
30735,0399149155,10
30735,0312966970,10
30735,0553280368,10
30735,080411109X,9
30735,0553271636,10
30735,0345350499,9
30735,0553279556,10
30735,0553250426,9
30735,0439136350,9
30735,0345387651,5
30735,0439064872,9
30735,0399147195,10
30735,059035342X,10
30735,0380002930,9
30735,0439404371,9
30735,0060502258,8
30735,0590353403,10
30735,0312971346,10
30735,0399146431,9
30735,0070212570,9
30735,0553279912,10
30735,0449219364,10
30735,0141000198,4
30735,0805059555,10
30735,0786817070,7
30735,0312195516,10
30735,0671021001,8
30735,0449221512,10
30972,0425175405,5
30972,0446610100,9
30972,0060928336,10
30972,0671867156,8
30972,044023722X,9
30972,044021145X,8
30972,0446605484,9
30972,014100018X,7
30972,0671038184,9
30972,042513525X,8
30972,0316601950,9
30972,0446601241,7
30972,0446607711,5
30972,0375707972,8
30972,0380710218,8
30972,055356451X,8
30972,0449003795,8
30972,0671004573,7
30972,0452282829,9
30972,0971880107,1
30972,0425163407,9
30994,0060915544,10
30994,0345417623,10
30994,044023722X,9
30994,0060922532,10
30994,044021145X,10
30994,0671038184,9
30994,0060987561,10
30994,0449907481,6
30994,0553574574,8
30994,0679744398,8
30994,0060930535,10
30994,0440215625,10
30994,067976402X,10
30994,0312986343,5
30994,0446605409,7
31315,0743206029,5
31315,0399143947,10
31315,0525946829,10
